,h1,art,price,price2,gold,gold2,weight,gems,gems2,url,d1,d0
502,Золотые серьги с фианитами,Артикул: 302369,11490₽,22980₽,"Артикул: 302369;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.

Трендовые золотые украшения. Стильные украшения – обязательный элемент модного образа. Кольца и браслеты, колье и серьги – они всегда вызывают повышенный интерес.;Вес изделия: 1.47г;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.;Трендовые золотые украшения. Стильные украшения – обязательный элемент модного образа. Кольца и браслеты, колье и серьги – они всегда вызывают повышенный интерес.",,,,,https://sunlight.net/catalog/earring_302369.html,С13210081-501*&РОССИЯ&Розовое золото&Фианит&1.47 г,SERGEY GRIBNYAKOV&Трендовые золотые украшения
503,"Серебряные серьги с эмалью, перламутром, жемчугом и фианитами",Артикул: 78071,5790₽,19300₽,"Артикул: 78071;Серьги, вставка:  жемчуг культивированный; перламутр; эмаль; фианит цветной;    
Серебро 925 пробы.;Вес изделия: 4.98г;Серьги, вставка:  жемчуг культивированный; перламутр; эмаль; фианит цветной;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_78071.html,S90218-C9Y-02&Серебро&Фианит; Жемчуг; Перламутр; Эмаль&4.98 г,SERGEY GRIBNYAKOV&CANDY
504,Золотое кольцо с фианитами,Артикул: 269701,6050₽,12100₽,"Артикул: 269701;Кольцо, вставка:  фианит;    
Желтое золото 585 пробы.;Вес изделия: 0.84г;Кольцо, вставка:  фианит;    
Желтое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_269701.html,12127-K5Y-01&Желтое золото&Фианит&0.84 г,JASMİNE JEWELLERY
505,Серебряные серьги с эмалью,Артикул: 274397,590₽,1967₽,"Артикул: 274397;Серьги, вставка:  эмаль;    
Серебро 925 пробы.;Вес изделия: 1.0г;Серьги, вставка:  эмаль;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_274397.html,2029749/9пжг-сг-чг&РОССИЯ&Серебро&Эмаль&1.0 г,SERGEY GRIBNYAKOV&Детская коллекция серебро
506,Золотое кольцо с аметистом,Артикул: 314014,18990₽,63300₽,"Артикул: 314014;Кольцо с 1 аметистом, 0.84 карат, тип огранки Б;2 аметистами, 1.08 карат, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 2.02г;Кольцо с 1 аметистом, 0.84 карат, тип огранки Б;2 аметистами, 1.08 карат, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_314014.html,01-2-067-02&РОССИЯ&Розовое золото&Аметист&2.02 г,MAGIC STONES&ЗОЛОТО. АМЕТИСТЫ
507,Золотые серьги,Артикул: 268476,12490₽,24980₽,"Артикул: 268476;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.;Вес изделия: 1.36г;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_268476.html,12-0581-1&РОССИЯ&1.36 г,Юверос&Детская коллекция
508,Золотые серьги с фианитами и топазами,Артикул: 60025,10990₽,54950₽,"Артикул: 60025;Серьги с 2 топазами, 2.18 карат, тип огранки В; фианит;    
Розовое золото 585 пробы.;Вес изделия: 2.52г;Серьги с 2 топазами, 2.18 карат, тип огранки В; фианит;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_60025.html,102020292317ts*&РОССИЯ&Розовое золото&Фианит; Топаз&2.52 г,SERGEY GRIBNYAKOV&ЗОЛОТО. ТОПАЗЫ
509,Серебряные серьги с фианитами и кварцем,Артикул: 248287,13990₽,27980₽,"Артикул: 248287;Серьги, вставка:  кварц голубой; фианит;    
Серебро 925 пробы.;Вес изделия: 11.88г;Серьги, вставка:  кварц голубой; фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_248287.html,201322-096-0019&РОССИЯ&Серебро&Фианит; Кварц&11.88 г,ИНТАЛИЯ&NATURIKA
510,Серебряное кольцо с фианитами,Артикул: 327164,490₽,980₽,"Артикул: 327164;Кольцо, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 0.97г;Кольцо, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_327164.html,01-172с&РОССИЯ&Серебро&Фианит&0.97 г,Ювиком&Серебро с позолотой
511,Серебряные серьги,Артикул: 287418,1890₽,3780₽,"Артикул: 287418;Серьги    
Серебро 925 пробы.;Вес изделия: 2.96г;Серьги    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_287418.html,S16421-C9W-01&Серебро&2.96 г,SERGEY GRIBNYAKOV&Гладкие серебряные украшения
512,Золотой браслет,Артикул: 259521,9090₽,18180₽,"Артикул: 259521;Браслет    
Желтое золото 585 пробы.;Вес изделия: 0.9г;Браслет    
Желтое золото 585 пробы.",,,,,https://sunlight.net/catalog/bracelets_259521.html,11568-B5Y-01&ИТАЛИЯ&Желтое золото&0.9 г,Facco Gioielli&ЗОЛОТО ИТАЛИИ
513,Золотые серьги,Артикул: 286595,9990₽,19980₽,"Артикул: 286595;Серьги    
Розовое золото 585 пробы.;Вес изделия: 1.3г;Серьги    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_286595.html,12723-C5R-01&Розовое золото&1.3 г,JASMİNE JEWELLERY
514,Серебряные серьги с фианитами,Артикул: 262283,1490₽,2980₽,"Артикул: 262283;Серьги, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 2.84г;Серьги, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_262283.html,S54639-C9W-01&Серебро&Фианит&2.84 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
515,"Серебряные серьги с перламутром, фианитами и бирюзой",Артикул: 109060,2490₽,4980₽,"Артикул: 109060;Серьги, вставка:  фианит; бирюза имитация; перламутр;    
Серебро 925 пробы.;Вес изделия: 9.02г;Серьги, вставка:  фианит; бирюза имитация; перламутр;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_109060.html,S41708-C9W-01&Серебро&Фианит; Бирюза; Перламутр&9.02 г,SERGEY GRIBNYAKOV&CANDY
516,Золотое шейное украшение с фианитами,Артикул: 277173,9990₽,33300₽,"Артикул: 277173;Шейное укр., вставка:  фианит;    
Желтое золото 585 пробы.;Вес изделия: 2.25г;Шейное укр., вставка:  фианит;    
Желтое золото 585 пробы.",,,,,https://sunlight.net/catalog/neck_decoration_277173.html,12626-H5Y-01&Желтое золото&Фианит&2.25 г,SERGEY GRIBNYAKOV&Белое и желтое золото
517,Золотое кольцо с топазами и бриллиантами,Артикул: 334589,17990₽,35980₽,"Артикул: 334589;Кольцо с 14 бриллиантами, огранка круг 17 граней, 0.06 карат, цвет 2, чистота 2, тип огранки Б;
1 топазом, 1.46 карат, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 1.67г;Кольцо с 14 бриллиантами, огранка круг 17 граней, 0.06 карат, цвет 2, чистота 2, тип огранки Б;
1 топазом, 1.46 карат, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_334589.html,70647-K5R-06&РОССИЯ&Розовое золото&Бриллиант; Топаз&1.67 г,SUNLIGHT&ЗОЛОТО. ТОПАЗЫ
518,Золотые серьги «Бриллианты Якутии»,Артикул: 301381,30990₽,61980₽,"Артикул: 301381;Серьги «Бриллианты Якутии» с 2 бриллиантами, огранка круг 57 граней, 0.15 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы;Вес изделия: 1.09г;Серьги «Бриллианты Якутии» с 2 бриллиантами, огранка круг 57 граней, 0.15 карат, цвет 3, чистота 6, тип огранки А; 
Белое золото 585 пробы",,,,,https://sunlight.net/catalog/earring_284575.html,71552-C5W-02&РОССИЯ&Белое золото&Бриллиант&1.09 г,Бриллианты Якутии&Бриллианты Якутии
519,Серебряное кольцо с эмалью,Артикул: 108481,790₽,1580₽,"Артикул: 108481;Кольцо, вставка:  эмаль;    
Серебро 925 пробы.;Вес изделия: 4.29г;Кольцо, вставка:  эмаль;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_108481.html,S30288-K9W-01&Серебро&Эмаль&4.29 г,SERGEY GRIBNYAKOV&Эмаль Серебро
520,Золотое кольцо с сапфирами и бриллиантами,Артикул: 107990,20990₽,41980₽,"Артикул: 107990;Кольцо с 17 бриллиантами, огранка круг 17 граней, 0.07 карат, цвет 2, чистота 2, тип огранки Б;
1 сапфиром синтетическим, 0.60 карат, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 1.64г;Кольцо с 17 бриллиантами, огранка круг 17 граней, 0.07 карат, цвет 2, чистота 2, тип огранки Б;
1 сапфиром синтетическим, 0.60 карат, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_107990.html,70498-K5R-01&РОССИЯ&Розовое золото&Бриллиант; Сапфир&1.64 г,SERGEY GRIBNYAKOV&Золото. Сапфиры
521,Серебряное кольцо с фианитами,Артикул: 257748,4790₽,9580₽,"Артикул: 257748;Кольцо, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 5.47г;Кольцо, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_257748.html,S54530-K9W-01&ИТАЛИЯ&Серебро&Фианит&5.47 г,Cassero&Серебро Италии
522,Золотой браслет,Артикул: 281185,13370₽,26740₽,"Артикул: 281185;Браслет    
Розовое золото 585 пробы.

Трендовые золотые украшения. Стильные украшения – обязательный элемент модного образа. Кольца и браслеты, колье и серьги – они всегда вызывают повышенный интерес.;Вес изделия: 1.33г;Браслет    
Розовое золото 585 пробы.;Трендовые золотые украшения. Стильные украшения – обязательный элемент модного образа. Кольца и браслеты, колье и серьги – они всегда вызывают повышенный интерес.",,,,,https://sunlight.net/catalog/bracelets_281185.html,74576.1*&РОССИЯ&Розовое золото&1.33 г,SERGEY GRIBNYAKOV&Трендовые золотые украшения
523,Серебряный браслет на ногу,Артикул: 264330,1690₽,5633₽,"Артикул: 264330;Ножной браслет    
Серебро 925 пробы.;Вес изделия: 3.62г;Ножной браслет    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/anklets_264330.html,S16312-A9W-01&Серебро&3.62 г,SERGEY GRIBNYAKOV&СЕРЕБРО. FASHION 
524,Золотая подвеска,Артикул: 271472,4990₽,9980₽,"Артикул: 271472;Подвеска    
Розовое золото 585 пробы.

Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.
Знаки Зодиака  - За последние годы значительно возросла популярность гороскопов. Астрология стала частью нашей культуры. Данная тема транслируется во всех направлениях моды.  Делайте выбор в пользу личных оберегов которые принесут силу, исполнение желаний, и защитят от негативных эмоций.;Вес изделия: 0.62г;Подвеска    
Розовое золото 585 пробы.;Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.
Знаки Зодиака  - За последние годы значительно возросла популярность гороскопов. Астрология стала частью нашей культуры. Данная тема транслируется во всех направлениях моды.  Делайте выбор в пользу личных оберегов которые принесут силу, исполнение желаний, и защитят от негативных эмоций.",,,,,https://sunlight.net/catalog/pendants_271472.html,А470500.07/з*&РОССИЯ&Розовое золото&0.62 г,SERGEY GRIBNYAKOV&Золотые украшения без вставок
525,Серебряное шейное украшение,Артикул: 247730,1090₽,2180₽,"Артикул: 247730;Шейное укр.    
Серебро 925 пробы.;Вес изделия: 3.71г;Шейное укр.    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/neck_decoration_247730.html,S13736-H9W-01&Серебро&3.71 г,SERGEY GRIBNYAKOV&СЕРЕБРО. FASHION 
526,Серебряные серьги,Артикул: 249064,1390₽,2780₽,"Артикул: 249064;Серьги    
Серебро 925 пробы.;Вес изделия: 8.24г;Серьги    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_249064.html,S13836-C9W-01&Серебро&8.24 г,SERGEY GRIBNYAKOV&Гладкие серебряные украшения
527,Серебряное кольцо с топазами,Артикул: 228178,690₽,2300₽,"Артикул: 228178;Кольцо, вставка:  топаз london имитация;    
Серебро 925 пробы.;Вес изделия: 1.06г;Кольцо, вставка:  топаз london имитация;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_228178.html,К-7034с_56&РОССИЯ&Серебро&Топаз&1.06 г,CRISTELL&NATURIKA
528,Серебряное кольцо с фианитами,Артикул: 89369,1590₽,3180₽,"Артикул: 89369;Кольцо, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 2.67г;Кольцо, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_89369.html,S51448-K9W-01&Серебро&Фианит&2.67 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
529,Золотое кольцо с фианитами,Артикул: 58905,3790₽,12633₽,"Артикул: 58905;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.

Классические ювелирные украшения. Ювелирные украшения в классическом стиле: вне моды и времени. Отличительные признаки классики: спокойные плавные линии; гармоничные пропорции, симметричность, стандартные геометрические формы. Вы не прогадаете ни с собственным образом, ни с подарком!;Вес изделия: 0.84г;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.;Классические ювелирные украшения. Ювелирные украшения в классическом стиле: вне моды и времени. Отличительные признаки классики: спокойные плавные линии; гармоничные пропорции, симметричность, стандартные геометрические формы. Вы не прогадаете ни с собственным образом, ни с подарком!",,,,,https://sunlight.net/catalog/ring_58905.html,5-4071-303-1К*&РОССИЯ&Розовое золото&Фианит&0.84 г,SERGEY GRIBNYAKOV&Золото. Элегантная классика
530,Золотые серьги с бриллиантами,Артикул: 108779,58990₽,294950₽,"Артикул: 108779;Серьги с 122 бриллиантами, огранка круг 17 граней, 0.77 карат, цвет 2, чистота 3, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 4.24г;Серьги с 122 бриллиантами, огранка круг 17 граней, 0.77 карат, цвет 2, чистота 3, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_108779.html,20069-C5R-01&Розовое золото&Бриллиант&4.24 г,SERGEY GRIBNYAKOV&Бриллианты. Fashion Diamonds
531,Золотые серьги с гранатом и фианитами,Артикул: 269285,11990₽,39967₽,"Артикул: 269285;Серьги с 2 гранатами, 0.56 карат, тип огранки Б; фианит;    
Розовое золото 585 пробы.

Насыщенный и страстный ярко-красный гранат, заключенный в роскошную золотую оправу. Гранат - символ любви, верности и мужества.;Вес изделия: 1.93г;Серьги с 2 гранатами, 0.56 карат, тип огранки Б; фианит;    
Розовое золото 585 пробы.;Насыщенный и страстный ярко-красный гранат, заключенный в роскошную золотую оправу. Гранат - символ любви, верности и мужества.",,,,,https://sunlight.net/catalog/earring_269285.html,2111432_0723*&РОССИЯ&Розовое золото&Фианит; Гранат&1.93 г,SERGEY GRIBNYAKOV&ГРАНАТЫ
532,Серебряное кольцо,Артикул: 109435,290₽,1450₽,"Артикул: 109435;Кольцо, вставка:  элементы из серебра;    
;Вес изделия: 1.0г;Кольцо, вставка:  элементы из серебра;",,,,,https://sunlight.net/catalog/ring_109435.html,S12110-K0W-01&Серебро&1.0 г,SERGEY GRIBNYAKOV&Гладкие серебряные украшения
533,Серебряные серьги со шпинелью и танзанитом,Артикул: 291214,11490₽,22980₽,"Артикул: 291214;Серьги, вставка:  танзанит; шпинель черная;    
Серебро 925 пробы.;Вес изделия: 2.0г;Серьги, вставка:  танзанит; шпинель черная;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_291214.html,сг-25/092-774ТАНЧШ2&РОССИЯ&Серебро&Танзанит; Шпинель&2.0 г,SERGEY GRIBNYAKOV&NATURIKA
534,Золотое кольцо с фианитами,Артикул: 272575,11300₽,37667₽,"Артикул: 272575;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.;Вес изделия: 2.37г;Кольцо, вставка:  фианит;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_272575.html,12115-K5R-01&Розовое золото&Фианит&2.37 г,JASMİNE JEWELLERY
535,Золотая цепь,Артикул: 46815,16800₽,33600₽,"Артикул: 46815;Цепь    
Розовое золото 585 пробы.

Панцирное плетение пользуется большой популярностью при изготовлении цепочек.  Если в якорном плетении цепей звенья располагались перпендикулярно друг к другу, то в панцирном – в одной плоскости. Благодаря такому способу золотая цепочка имеет гладкую поверхность и выглядит как единое целое. Внешне способ размещения звеньев напоминает кольчугу-панцирь, от этого и пошло название данного способа плетения золотой цепи. Такие украшения также отличаются высокой прочностью.;Вес изделия: 2.4г;Цепь    
Розовое золото 585 пробы.;Панцирное плетение пользуется большой популярностью при изготовлении цепочек.  Если в якорном плетении цепей звенья располагались перпендикулярно друг к другу, то в панцирном – в одной плоскости. Благодаря такому способу золотая цепочка имеет гладкую поверхность и выглядит как единое целое. Внешне способ размещения звеньев напоминает кольчугу-панцирь, от этого и пошло название данного способа плетения золотой цепи. Такие украшения также отличаются высокой прочностью.",,,,,https://sunlight.net/catalog/chains_46815.html,"НЦ 12-002 0,35*&РОССИЯ&Розовое золото&Полновес&1,3 мм&2.4 г",KRASTSVETMET&Цепи Полновесные
536,Золотое кольцо с бриллиантами,Артикул: 80302,42990₽,85980₽,"Артикул: 80302;Кольцо с 1 бриллиантом, огранка круг 57 граней, 0.07 карат, цвет 3, чистота 6, тип огранки А, 33 бриллиантами, огранка круг 57 граней, 0.12 карат, цвет 3, чистота 6, тип огранки А;    
Белое золото 585 пробы.;Вес изделия: 2.0г;Кольцо с 1 бриллиантом, огранка круг 57 граней, 0.07 карат, цвет 3, чистота 6, тип огранки А, 33 бриллиантами, огранка круг 57 граней, 0.12 карат, цвет 3, чистота 6, тип огранки А;    
Белое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_80302.html,7677-K5W-01&Белое золото&Бриллиант&2.0 г,SUNLIGHT&Бриллианты. Вечерние украшения
537,Серебряные серьги с фианитами,Артикул: 87783,990₽,1980₽,"Артикул: 87783;Серьги, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 0.94г;Серьги, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_87783.html,40997А.6&РОССИЯ&Серебро&Фианит&0.94 г,SERGEY GRIBNYAKOV&Серебро с позолотой
538,Золотые серьги с изумрудами,Артикул: 308724,8990₽,17980₽,"Артикул: 308724;Серьги с 4 изумрудами, 0.01 карат, цвет 3, чистота 3, тип огранки В;    
Розовое золото 585 пробы.;Вес изделия: 0.83г;Серьги с 4 изумрудами, 0.01 карат, цвет 3, чистота 3, тип огранки В;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/earring_308724.html,71853-C5R-01&РОССИЯ&Розовое золото&Изумруд&0.83 г,SERGEY GRIBNYAKOV&Детская коллекция
539,Золотая подвеска,Артикул: 251071,5990₽,11980₽,"Артикул: 251071;Подвеска    
Розовое золото 585 пробы.

Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.
Знаки Зодиака  - За последние годы значительно возросла популярность гороскопов. Астрология стала частью нашей культуры. Данная тема транслируется во всех направлениях моды.  Делайте выбор в пользу личных оберегов которые принесут силу, исполнение желаний, и защитят от негативных эмоций.;Вес изделия: 0.92г;Подвеска    
Розовое золото 585 пробы.;Украшения без вставок.  Из-за отсутствия каких-либо вставок, такие ювелирные изделия обладают совершенством формы и безупречным цветовым сочетанием. Эти модели как нельзя лучше способны подчеркнуть женственность их обладательницы, акцентируя внимание на ее привлекательности, в то же время не отвлекая взгляд на блеск драгоценных камней. И не важно выберете вы золотые ювелирные серьги-пуссеты, конго или цепочки, вы в любом случае будете на высоте.
Знаки Зодиака  - За последние годы значительно возросла популярность гороскопов. Астрология стала частью нашей культуры. Данная тема транслируется во всех направлениях моды.  Делайте выбор в пользу личных оберегов которые принесут силу, исполнение желаний, и защитят от негативных эмоций.",,,,,https://sunlight.net/catalog/pendants_251071.html,3-0211-010*&РОССИЯ&Розовое золото&0.92 г,SERGEY GRIBNYAKOV&Золотые украшения без вставок
540,Серебряное кольцо с жемчугом,Артикул: 265084,2790₽,5580₽,"Артикул: 265084;Кольцо, вставка:  жемчуг культивированный;    
Серебро 925 пробы.;Вес изделия: 5.03г;Кольцо, вставка:  жемчуг культивированный;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_265084.html,S91489-K9W-01&Серебро&Жемчуг&5.03 г,SERGEY GRIBNYAKOV&Жемчуг серебро
541,Золотые серьги с фианитами,Артикул: 259707,12990₽,25980₽,"Артикул: 259707;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.

Классические ювелирные украшения. Ювелирные украшения в классическом стиле: вне моды и времени. Отличительные признаки классики: спокойные плавные линии; гармоничные пропорции, симметричность, стандартные геометрические формы. Вы не прогадаете ни с собственным образом, ни с подарком!;Вес изделия: 1.42г;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.;Классические ювелирные украшения. Ювелирные украшения в классическом стиле: вне моды и времени. Отличительные признаки классики: спокойные плавные линии; гармоничные пропорции, симметричность, стандартные геометрические формы. Вы не прогадаете ни с собственным образом, ни с подарком!",,,,,https://sunlight.net/catalog/earring_259707.html,7396К*&РОССИЯ&Розовое золото&Фианит&1.42 г,SERGEY GRIBNYAKOV&Золото. Элегантная классика
542,Золотая подвеска с фианитами,Артикул: 259364,5990₽,11980₽,"Артикул: 259364;Подвеска, вставка:  фианит;    
Розовое золото 585 пробы.

Знаки Зодиака  - За последние годы значительно возросла популярность гороскопов. Астрология стала частью нашей культуры. Данная тема транслируется во всех направлениях моды.  Делайте выбор в пользу личных оберегов которые принесут силу, исполнение желаний, и защитят от негативных эмоций.;Вес изделия: 0.93г;Подвеска, вставка:  фианит;    
Розовое золото 585 пробы.;Знаки Зодиака  - За последние годы значительно возросла популярность гороскопов. Астрология стала частью нашей культуры. Данная тема транслируется во всех направлениях моды.  Делайте выбор в пользу личных оберегов которые принесут силу, исполнение желаний, и защитят от негативных эмоций.",,,,,https://sunlight.net/catalog/pendants_259364.html,033089*&РОССИЯ&Розовое золото&Фианит&0.93 г,SERGEY GRIBNYAKOV
543,Золотые серьги с фианитами,Артикул: 108619,16990₽,33980₽,"Артикул: 108619;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.

Классические ювелирные украшения. Ювелирные украшения в классическом стиле: вне моды и времени. Отличительные признаки классики: спокойные плавные линии; гармоничные пропорции, симметричность, стандартные геометрические формы. Вы не прогадаете ни с собственным образом, ни с подарком!;Вес изделия: 2.28г;Серьги, вставка:  фианит;    
Розовое золото 585 пробы.;Классические ювелирные украшения. Ювелирные украшения в классическом стиле: вне моды и времени. Отличительные признаки классики: спокойные плавные линии; гармоничные пропорции, симметричность, стандартные геометрические формы. Вы не прогадаете ни с собственным образом, ни с подарком!",,,,,https://sunlight.net/catalog/earring_108619.html,40107400*&РОССИЯ&Розовое золото&Фианит&2.28 г,SERGEY GRIBNYAKOV&Золото. Элегантная классика
544,Серебряная подвеска,Артикул: 236174,790₽,1580₽,"Артикул: 236174;Подвеска    
Серебро 925 пробы.;Вес изделия: 3.2г;Подвеска    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/pendants_236174.html,S13062-P9W-01&Серебро&3.2 г,SERGEY GRIBNYAKOV&Гладкие серебряные украшения
545,Золотое кольцо с бриллиантами,Артикул: 81422,57990₽,289950₽,"Артикул: 81422;Кольцо с 46 бриллиантами, огранка круг 57 граней, 0.42 карат, цвет 4, чистота 6, тип огранки А;    
Белое золото 585 пробы.;Вес изделия: 2.8г;Кольцо с 46 бриллиантами, огранка круг 57 граней, 0.42 карат, цвет 4, чистота 6, тип огранки А;    
Белое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_81422.html,7696-K5W-01&Белое золото&Бриллиант&2.8 г,SERGEY GRIBNYAKOV&Бриллианты. Fashion Diamonds
546,Золотое кольцо с сапфирами и бриллиантами,Артикул: 75401,15990₽,79950₽,"Артикул: 75401;Кольцо с 6 бриллиантами, огранка круг 17 граней, 0.02 карат, цвет 2, чистота 2, тип огранки Б;
1 сапфиром, 0.57 карат, цвет 2, чистота 2, тип огранки Б;    
Розовое золото 585 пробы.;Вес изделия: 3.24г;Кольцо с 6 бриллиантами, огранка круг 17 граней, 0.02 карат, цвет 2, чистота 2, тип огранки Б;
1 сапфиром, 0.57 карат, цвет 2, чистота 2, тип огранки Б;    
Розовое золото 585 пробы.",,,,,https://sunlight.net/catalog/ring_75401.html,7455-K5R-01&РОССИЯ&Розовое золото&Бриллиант; Сапфир&3.24 г,SERGEY GRIBNYAKOV&Золото. Сапфиры
547,Золотая подвеска с кубическим цирконием,Артикул: 235109,4490₽,8980₽,"Артикул: 235109;Подвеска, вставка:  куб. цирконий;    
Розовое золото 585 пробы.

Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.;Вес изделия: 0.62г;Подвеска, вставка:  куб. цирконий;    
Розовое золото 585 пробы.;Костромские ювелирные украшения: традиционный русский стиль -  Коллекция украшений с традиционными русскими дизайнами. Украшения несут в себе ювелирные традиции, любимые многими поколениями российских женщин, которые сохранят свою ценность на многие года.",,,,,https://sunlight.net/catalog/pendants_235109.html,59-0020*&РОССИЯ&Розовое золото&Кубический цирконий&0.62 г,SERGEY GRIBNYAKOV
548,Серебряное кольцо с фианитами,Артикул: 98519,1490₽,2980₽,"Артикул: 98519;Кольцо, вставка:  фианит;    
Серебро 925 пробы.;Вес изделия: 1.47г;Кольцо, вставка:  фианит;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/ring_98519.html,1010015289-501&РОССИЯ&Серебро&Фианит&1.47 г,SERGEY GRIBNYAKOV&СЕРЕБРО. Классика
549,Серебряные серьги с аметистом,Артикул: 132022,3790₽,7580₽,"Артикул: 132022;Серьги, вставка:  аметист;    
Серебро 925 пробы.;Вес изделия: 4.39г;Серьги, вставка:  аметист;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_132022.html,4489804.5&РОССИЯ&Серебро&Аметист&4.39 г,SERGEY GRIBNYAKOV&NATURIKA
550,Серебряные серьги с фианитами и танзанитом,Артикул: 313000,6490₽,12980₽,"Артикул: 313000;Серьги, вставка:  фианит; танзанит имитация;    
Серебро 925 пробы.;Вес изделия: 3.65г;Серьги, вставка:  фианит; танзанит имитация;    
Серебро 925 пробы.",,,,,https://sunlight.net/catalog/earring_313000.html,2101382-05405&РОССИЯ&Серебро&Фианит; Танзанит&3.65 г,SERGEY GRIBNYAKOV&NATURIKA
